question,language,domain,difficulty
"According to Kant, the moral worth of an action depends on:",English,philosophy,hard
Which of the following conditions is caused by a trinucleotide (triplet) repeat expansion?,English,medical_genetics,hard
大学生树立科学恋爱观不包括,Chinese,human_sexuality,hard
Mars has an atmosphere that is almost entirely carbon dioxide.Why isn't there a strong greenhouse effect keeping the planet warm?,English,astronomy,hard
以下不属于代码静态分析的方法是,Chinese,computer_security,hard
甲午国殇，催化了维新思想的发酵和维新群体的聚合，并很快发展成为爱国救亡的维新运动。下列事件，拉开了维新运动序幕的是,Chinese,chinese_history,hard
Which of these statements is accurate concerning the norms of swinging?,English,human_sexuality,hard
"It's silly to pass laws against discrimination, since it is obvious that we can't live without it. We discriminate between pleasant and unpleasant tastes in selecting our food, between pleasant and unpleasant sounds in selecting our music, between harmonious and unharmonious colors in decorating our homes, between interesting and uninteresting people in choosing our friends, and so on. We can't live without discriminating.",English,logical_fallacies,hard
"There are two main issues associated with _____ sizing. _______ is a key issue as due to the information policy of the corporation it can be argued that employees have a right to know if they are being made redundant. _______ is a second issue, particularly the ________ package that employees receive when laid off.",English,business_ethics,hard
 The process by which individuals accept and use new propositions is referred to as:,English,marketing,hard
Peak flow meters record:,English,clinical_knowledge,hard
"From a Jungian standpoint, which of the following phenomena is taking place when contents of either the personal or collective unconscious are projected onto the analyst",English,professional_psychology,hard
商品流通企业采用成本占零售价的百分比计算期末存货成本的方法称为,Chinese,professional_accounting,hard
男性，23岁。间断上腹痛2年，2天来柏油样便6次，今晨呕咖啡样物 200 mL。无肝病史。静脉输液后下一步诊治措施首选,Chinese,college_medicine,hard
下列关于强令违章冒险作业罪的说法，错误的是,Chinese,professional_law,hard
"In a cross-sectional study designed to assess the effects of age on reaction time, you have adults belonging to different age groups respond to visual stimuli on a computer screen. A colleague suggests that the results of your study might be confounded by the fact that older participants may have less experience using a computer than do younger participants. This potential source of error is best described as a:",English,professional_psychology,hard
又可称为串行结构或线性结构的是,Chinese,logical,hard
级差地租第一形态产生的原因是,Chinese,agronomy,hard
面色发黑的主病是,Chinese,traditional_chinese_medicine,hard
"A city ""flow control"" ordinance mandated that all solid waste that was within the limits of the town was to be transported to a local facility in the city for processing before it could be sent to other states for further disposal. A solid waste processor sued the city in federal court claiming that the ordinance discriminated based on local economic protectionism. The city responded that the ordinance did not discriminate because it does not differentiate solid waste due to geographic origin. All solid waste, regardless of origin, must be processed and made environmentally safe at the transfer station before it leaves town. Will the federal court rule that the flow control ordinance is a discriminatory law against the free flow of interstate commerce?",English,professional_law,hard
从经济学角度看，道德在建立市场机制中具有的作用是,Chinese,business_ethics,hard
下列关于立功的说法，错误的有,Chinese,professional_law,hard
古希腊的雅典教育比较重视对年轻一代进行,Chinese,education,hard
Mapping of human chromosomes:,English,medical_genetics,hard
教育活动、教育系统对个体发展与社会发展所产生的各种影响和作用指的是 (),Chinese,college_education,hard
The particular quality of the U.S. health care system is its:,English,virology,hard
The amount of heat transferred to a system can be measured in,English,conceptual_physics,hard
1947年，成立第一所公共关系学院的是,Chinese,public_relations,hard
"In return for a 20% partnership interest, Skinner contributed $5,000 cash and land with a $12,000 basis and a $20,000 fair market value to the partnership. The land was subject to a $10,000 mortgage that the partnership assumed. In addition, the partnership had $20,000 in recourse liabilities that would be shared by partners according to their partnership interests. What amount represents Skinner’s basis in the partnership interest?",English,professional_accounting,hard
1909年，《京华百二竹枝词》曰:“报纸于今最有功，能教民智渐开通。眼前报馆如林立，不见‘中央’有‘大同’（‘中央’、‘大同’均为当时报纸名称)。”冶这一描述表明,Chinese,chinese_history,hard
一个优秀的领导人是不会脱离群众的。所以，如果一个领导人脱离群众，他就不是一个能够得到大多数群众拥护的人。 以下哪项与上面的议论方式最相似?,Chinese,logical,hard
From laboratory measurements we know that a particular spectral line formed by hydrogen appears at a wavelength of 486.1 nanometers (nm). The spectrum of a particular star shows the same hydrogen line appearing at a wavelength of 485.9 nm. What can we conclude?,English,astronomy,hard
Which of the following is a biological attribute that would most likely allow a species to become cosmopolitan in distribution?,English,college_biology,hard
下列不符合肝硬化并发肝肾综合征描述的是,Chinese,professional_medicine,hard
《国家安全法》规定，机关、团体与其她组织应当对本单位的人员进行()教育。,Chinese,security_study,hard
2007年1月，正式将防卫厅升格为防卫省，迈出突破“和平宪法”关键一步的是什么内阁,Chinese,global_facts,hard
Which of the following fiscal policy actions is most expansionary?,English,miscellaneous,hard
What is the significance of the 1:2:4 resonance in the Jupiter's moons system?,English,astronomy,hard
下流指标中，不属于施工导流围堰级别确定根据的是,Chinese,construction_project_management,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I went to the tool shed for a hammer so I can fix my wife's bad attitude. Scenario 2 | One day I just left town and didn't pick my kid up from school.",English,moral_scenarios,hard
科学的学业生涯规划的特点不包括,Chinese,education,hard
在保存或收集证据的时候应当注意证据的特性，不能“捕风捉影”，更不能“主观臆断”。这强调的是证据的,Chinese,legal_and_moral_basis,hard
价值理性和工具理性失去平衡的结果,Chinese,philosophy,hard
"Suppose sharing of tiles in a multilevel directory structure is achieved with directory entries that are links pointing to a node containing information about a shared file. Information in this node includes (1) the owner of the file, (2) a count of the number of links to the tile, and (3) the disk block numbers of the file. What is a primary drawback to this approach to sharing?",English,college_computer_science,hard
确定接触者检疫期限长短的主要依据是,Chinese,virology,hard
甲因为男友乙不忠而生恨意，决定杀乙。某日把乙引到家中，将一瓶安眠药（50片）掺入咖啡让乙喝下。乙在甲的床上昏睡，甲离家到附近一座山上打算自杀。甲在山上犹豫徘徊一昼夜，心生悔意急回家，发现乙已经被人送医院抢救，未死。甲大喜过望。对甲,Chinese,professional_law,hard
《慕尼黑》表达了诗人,Chinese,chinese_literature,hard
以下哪种月相出现后不久，潮汐现象最为明显,Chinese,astronomy,hard
Electrons in p-type material of a semi-conductor are called as,English,electrical_engineering,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took a photo of my dog getting washed in the bath. Scenario 2 | I knew she was fond of spiders so I picked one up and showed it to her.",English,moral_scenarios,hard
"The 'mad cows disease' has had the greatest impact on food choice due to which of the following?
",English,nutrition,hard
Which of these refers to an alcoholic drink laced with a knockout drug?,English,miscellaneous,hard
使用的电气设备按有关安全规程，其外壳应有什么防护措施？,Chinese,security_study,hard
On which part of a car would you find the 'caliper'?,English,miscellaneous,hard
There was a growth in income inequality in the 1980s because:,English,sociology,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I throw a ball quickly to another child. Scenario 2 | I perused through a jewelry store over the weekend.",English,moral_scenarios,hard
Which of the following statements concerning a sarcomere of a striated muscle (such as skeletal muscle) is correct?,English,college_biology,hard
The denominator term in the F-ratio is reduced in magnitude by:,English,professional_psychology,hard
In MD-5 the length of the message digest is,English,computer_security,hard
某流域(为闭合流域) 上有一场暴雨洪水，其净雨量将[ ]。,Chinese,college_engineering_hydrology,hard
在社会预警系统中，对人们潜伏的心理和行为进行沟通、疏导、救助、防止偏差行为的发生，这种任务属于,Chinese,sociology,hard
中国对外关系的根本原则和核心是,Chinese,chinese_foreign_policy,hard
Which of the following statements is true of the temporomandibular joint?,English,anatomy,hard
"What is the name of the lithic technology seen in the Arctic and consisting of wedge-shaped cores, micro-blades, bifacial knives, and burins?",English,prehistory,hard
公共关系双向传播与沟通的对象是,Chinese,public_relations,hard
佛陀弟子中，多闻第一的是,Chinese,world_religions,hard
"Which of the following are plausible approaches to dealing with residual autocorrelation?

i) Take logarithms of each of the variables

ii) Add lagged values of the variables to the regression equation

iii) Use dummy variables to remove outlying observations

iv) Try a model in first differenced form rather than in levels.",English,econometrics,hard
酶 $K_m$值的大小所代表的含义是,Chinese,college_medicine,hard
分析组织的自我期待形象与实际社会形象之间的现实距离时使用,Chinese,public_relations,hard
"A victim was leaving his favorite local watering hole and contemplating a late night cheeseburger when he tripped over his own feet and fell on the sidewalk. A few moments later, the victim got up in a daze and stepped into the street, where he was struck by a car driven by the defendant, who was speeding, in violation of a regulation of state law. The victim died in the hospital two hours later. Which of the following is the most serious crime for which the defendant should be found guilty?",English,professional_law,hard
Aristotle states that if we ask what the highest good of human action is:,English,philosophy,hard
"Consider the system of linear equations
w + 3x + 2y + 2z = 0
w + 4x + y = 0
3w + 5x + 10 y + 14z = 0
2w + 5x + 5y + 6z = 0
with solutions of the form (w, x, y, z), where w x, y, and z are real. Which of the following statements is FALSE?",English,college_mathematics,hard
豌豆籽粒黄色对绿色为显性，圆粒对皱粒为显性，红花对白花为显性。以黄色、圆粒、红花亲本与绿色、皱粒、白花亲本杂交(YYRRCC×yyrrcc)，试问F2代中基因型为YyRRCc的个体比率为,Chinese,genetics,hard
2016年10月28日，北京大学燕园博思心理咨询中心等机构发布了首部《中国大学生恋爱白皮书》，该调查显示：恋爱，已经成为大学生的必修课。中国在校大学生3559万，其中有过恋爱经历的比例高达,Chinese,human_sexuality,hard
中国注册会计师令人担忧的状况是,Chinese,business_ethics,hard
What are the names of the two primary M&M's spokes-candies?,English,miscellaneous,hard
What is the function of the contiguous zone?,English,international_law,hard
汉字笔画的最后定型，是在,Chinese,ancient_chinese,hard
下列担保方式中，不能提供反担保的是,Chinese,professional_law,hard
"Which of these factors increases the risk for cancer of the stomach?
",English,nutrition,hard
在下列哪种违法行为的机动车驾驶人将被一次记6分,Chinese,chinese_driving_rule,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I quickly laughed at the child that was on fire. Scenario 2 | I bound the woman's ankle so she couldn't get away.",English,moral_scenarios,hard
 Select the best translation into predicate logic: No senior graduates without a major.,English,formal_logic,hard
The research indicates that which of the following therapist factors has the greatest impact on therapy progress?,English,professional_psychology,hard
生理学差异性构架不同的男女因应性生理反映的性成熟有着各自特异的,Chinese,human_sexuality,hard
人类白化症是常染色体单基因隐性遗传病，这意味着白化症患者的双亲必须,Chinese,genetics,hard
断路器具有灭弧能力，主要是因为他具有,Chinese,electrical_engineering,hard
自1962年世界上第一个机器人研制成功至今。机器人的发展经历丁三代。印操纵型机器人、自动型机器人和智能型机器人。机器人的使用,Chinese,chinese_history,hard
无产阶级专政的实质，就是,Chinese,marxist_theory,hard
河网汇流速度与坡面汇流速度相比，一般[ ]。,Chinese,college_engineering_hydrology,hard
心血管耐力又叫,Chinese,sports_science,hard
"A manufacturer of widgets sent a letter to an international widget retailer offering to sell ten truckloads of construction-quality widgets for $1,000 per truck. The retailer emailed a note back saying ""Please send 10 truckloads as promised."" No shipment was sent, but four months later when the market demand for widgets skyrocketed, the retailer sued the manufacturer for breach claiming that the retailer suffered damages by not having received the shipment of ten trucks as agreed. Does the retailer have a legal right to collect damages under these facts?",English,professional_law,hard
对于复等位基因的任何基因，双倍体生物在一个基因座位上最多有多少个等位基因,Chinese,genetics,hard
Hearing loss for higher pitch is referred to as,English,human_aging,hard
在我国，凡关于法律条文本身需要进一步明确界限或补充规定的，由哪一个机关进行解释？,Chinese,jurisprudence,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I chopped down the trees intended for apples. Scenario 2 | I returned the used underwear to the store.",English,moral_scenarios,hard
" Which tradition is known to promote ""gradual enlightenment""?",English,world_religions,hard
常发生纤维蛋白样坏死的疾病不包括,Chinese,professional_medicine,hard
" ____________ is also a form of sponsorship and represents a relationship between film/TV producers and managers of brands. Through this arrangement, brand managers are able, for a fee, to present their brands 'naturally' within a film or entertainment event. Such placement is designed to increase brand awareness, develop positive brand attitudes, and possibly lead to purchase activity.",English,marketing,hard
"While performing an audit of the financial statements of a company for the year ended December 31, year 1, the auditor notes that the company’s sales increased substantially in December, year 1, with a corresponding decrease in January, year 2. In assessing the risk of fraudulent financial reporting or misappropriation of assets, what should be the auditor’s initial indication about the potential for fraud in sales revenue?",English,professional_accounting,hard
某单位领导不是把目光局限在完成任务上，而是注重给下属更多的关心，爱护和尊重，注重非正式组织的存在，鼓励上下级之间沟通。这说明该领导在管理中运用的是,Chinese,management,hard
对遗传起决定作用的是,Chinese,agronomy,hard
形成阴疽流注的病因多为,Chinese,traditional_chinese_medicine,hard
“尽管罗马法律在妇女继承财产上做了严格限制，但一些聪明人往往能找到法律的漏洞……随着罗马在地中海地区的扩张，妇女们也开始占有大宗财产。……许多妇女管理着家庭的财政事务和大地产。”这段话表明,Chinese,world_history,hard
What was the Clinton Administration's policy on the Russian economy?,English,us_foreign_policy,hard
Which of the following protocols is usually associated with hyperinflation?,English,miscellaneous,hard
对虚实错杂证运用先攻后补治则的主要根据是,Chinese,traditional_chinese_medicine,hard
“两个必然”和“两个决不会”,Chinese,marxist_theory,hard
"Endurance type exercise training modulates fuel storage and substrate use. Adaptive responses include:
",English,nutrition,hard
《少女小渔》中，不属于“小渔”性格的特点是,Chinese,chinese_literature,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | Out of frustration I looked at the ground and spit at the dog. Scenario 2 | I played the guitar while my roommate was listening.",English,moral_scenarios,hard
The region bounded by the x-axis and the function f(x) = x/(1 + x^3) is rotated about the x-axis. What is the volume of the solid generated?,English,college_mathematics,hard
Which of the following statements is TRUE concerning older workers' job performance?,English,human_aging,hard
流行病学的分析性研究不包括,Chinese,virology,hard
佛教最早传入中国的经典是,Chinese,world_religions,hard
"A married couple sued a real estate broker for misrepresentation and breach of contract in failing to live up to promises he made regarding the couple's purchase of a residence. They claimed receiving promises from the broker that if they bought the home immediately a $15,000 rebate would be given to them at closing by the sellers. At closing, the sellers claimed no knowledge and didn't pay. At trial against the broker, the couple subpoenaed one of the broker's agents who testified that he was in a meeting with the buyers and he heard the broker make the same promise. The broker objected that the testimony was hearsay. What will the court most likely decide regarding the admissibility of the testimony?",English,professional_law,hard
"A homeowner was interested in changing the look of his home. He contacted an architect, who designed plans and specifications for a major ""facelift"" of the homeowner's home. The homeowner was very pleased with the plans and specifications. He showed the plans and specifications to his neighbor, who agreed that the facelift would greatly enhance the value of the homeowner's home. The homeowner contacted a contractor, who was considered to be the best in the area, to rebuild his house according to the plans and specifications. The contractor reviewed the plans and specifications and told the homeowner that he could do all the work called for by the plans and specifications for $100,000. The homeowner replied, ""That's a little more than I can afford. I really can only free up $80,000 for this project. Would you do it for that amount?"" The contractor responded, ""That's awfully low. I'll have to think about it,"" and then left. The next day, the neighbor telephoned the contractor. The neighbor explained to the contractor that he realized the value of his home would be enhanced by the improvement done to the homeowner's property. For that reason, the neighbor told the contractor he would pay him $10,000 if he would accept the homeowner's proposal and do the work called for by the plans and specifications. The contractor agreed. The next day the contractor informed the homeowner that he would accept his $80,000 offer. The contractor did all the work called for by the plans and specifications, and collected the $80,000 due him from the homeowner. However, the neighbor refused to pay the contractor the $10,000. If the contractor brings a breach of contract action against the neighbor, judgment for whom?",English,professional_law,hard
Recent genomic analyses of Neandertals and modern human populations indicate that:,English,prehistory,hard
" Kant's humanity formulation of the categorical imperative makes it impermissible for us to, he argues,",English,moral_disputes,hard
首创社会测量法的心理学家是,Chinese,professional_psychology,hard
设 $f(x)=\left\{\begin{array}{ll}x^2， & x \leq 0， \\ x^2+x， & x>0，\end{array}\right.$ 则 $f(-x)=___ $.,Chinese,college_mathematics,hard
按照传统的“六书”体例，“自”字应属,Chinese,ancient_chinese,hard
A researcher finds that age is negatively correlated with cigarette smoking; this means that,English,human_aging,hard
"A scientist, using electrodes, is stimulating a group of neurons in the hypothalamus and recording their membrane potential changes. She observes a sharp rise in membrane potential when she first stimulates them, the the difference of 100mV. When she tries another stimulation immediately after the first, there is no response. However, when she increase the amount of voltage she supplies to the second shock, she observes a similar response to the first. What time period of stimulation would the second shock be characterized in regards to membrane potential?",English,college_medicine,hard
急性非 ST段抬高心肌梗死治疗时不宜采用溶栓疗法的主要原因是,Chinese,college_medicine,hard
2018年1月31日的月全食发生期间，以下梅西叶天体中与月球角距离最近的是,Chinese,astronomy,hard
"If OLS is applied separately to each equation that is part of a simultaneous system, the resulting estimates will be",English,econometrics,hard
下列关于法律论证的理解，正确的是,Chinese,jurisprudence,hard
根据马克思主义法学的基本观点，下列表述哪一项是正确的？,Chinese,jurisprudence,hard
1951年6月美国《时代》周刊首次为西方人介绍周恩来，标题是：共产主义者周恩来。“他在政治上成了暴虐的统治者，在外交上成了听话的仆从，在经济上成了无能的领导者。”《时代》周刊如此介绍周恩来说明,Chinese,chinese_foreign_policy,hard
Another name for the fallacy of reducing to an absurdity is,English,logical_fallacies,hard
根据国家有关规定，下列哪种业态不属于餐饮服务许可的范围,Chinese,food_science,hard
Which of these men has never been a head coach in the NFL?,English,miscellaneous,hard
A working diode must have,English,electrical_engineering,hard
"A 42-year-old man comes to the physician because of malaise, muscle and joint pain, and temperatures to 38.4°C (101.1°F) for 3 days. Three months ago, he underwent cadaveric renal transplantation resulting in immediate kidney function. At the time of discharge, his serum creatinine concentration was 0.8 mg/dL. He is receiving cyclosporine and corticosteroids. Examination shows no abnormalities. His leukocyte count is 2700/mm3 , and serum creatinine concentration is 1.6 mg/dL; serum cyclosporine concentration is in the therapeutic range. A biopsy of the transplanted kidney shows intracellular inclusion bodies. Which of the following is the most appropriate next step in management?",English,professional_medicine,hard
公共关系本质上是组织机构与相关公众之间的,Chinese,public_relations,hard
英国最早的定期报刊是1621年出版的,Chinese,global_facts,hard
X 线表现为骨破坏和椎间隙狭窄，常见于,Chinese,professional_medicine,hard
佛教最短的经是,Chinese,world_religions,hard
"A legislative assistant to a state senator approached various wealthy lobbyists without the senator's knowledge to solicit illegal campaign contributions for the senator's upcoming re-election campaign. The assistant dictated several letters requesting such contributions, which the senator signed without reading, along with a pile of other correspondence. Before the letters were mailed, however, the senator discovered what had happened and then immediately terminated the assistant's employment. Later that same evening, after being notified that he was fired, the assistant returned to the senator's office and used his keys, which had not yet been returned, to enter. The assistant made copies of the letters in question. The following day, the assistant turned over the copies of the letters to an investigative reporter from the local newspaper in the area. The reporter had heard about the assistant's dismissal from another staff member and was curious about all the underlying circumstances. After the assistant provided the reporter with all of the pertinent facts, the reporter wrote a news story regarding the senator's solicitation of illegal campaign contributions. Although the reporter's story was printed in the newspaper, he did not reveal the source of his information. As soon as the publication was made, the FBI initiated an investigation of the senator's campaign finances. If the senator asserts a claim based on invasion of privacy against the newspaper for the publication of the article concerning the solicitation of illegal campaign contributions, the most likely result is that the senator will",English,professional_law,hard
Why do so many feminist scholars regard the exclusion of women from the military sphere or from armed combat as important?,English,security_studies,hard
How much kale would be needed to provide enough calories for a person for an entire year?,English,miscellaneous,hard
下列作物的果实为荚果的是,Chinese,agronomy,hard
Which method of abortion is most costly and carries the greatest risk of complications?,English,human_sexuality,hard
决定狭义遗传率大小的因子是,Chinese,genetics,hard
What hours are set aside as the ambrosial hours for the Sikhs?,English,world_religions,hard
女性，35岁。因2个月来渐进性乏力、心悸、头晕来诊。平素食欲差，近5年来月经长期每20天左右一次，每次持续7～8天，量多。查体：T37.2℃，P102次／分，BP108／68mmHg。皮肤干燥，睑结膜苍白，双肺(-)，心律整，心尖部可闻及3／6级收缩期吹风样杂音，肝脾肋下未及，下肢不肿。根据上述病史及体征，最可能的诊断是,Chinese,clinical_knowledge,hard
"A 30-year-old nulliparous female presents to the office with the complaint of mood changes. She says that for the past several months she has been anxious, hyperactive, and unable to sleep 3 to 4 days prior to the onset of menses. She further reports that on the day her menses begins she becomes acutely depressed, anorectic, irritable, and lethargic. She has no psychiatric history. Physical examination findings are normal. She and her husband have been trying to conceive for over 2 years. History reveals a tuboplasty approximately 1 year ago to correct a closed fallopian tube. The most likely diagnosis is",English,professional_medicine,hard
下列句子中没有语病的一项是（）,Chinese,modern_chinese,hard
职能型组织结构形式的优点是实现了,Chinese,management,hard
Instantaneous power in inductor is proportional to the,English,electrical_engineering,hard
驾驶人在驾驶证有效期满前多长时间申请换证,Chinese,chinese_driving_rule,hard
生物战剂的施放方式是,Chinese,security_study,hard
信息由感觉记忆进入短时记忆的必要条件是,Chinese,professional_psychology,hard
伊拉克战争使用的()采用了毫米波制导技术。,Chinese,security_study,hard
How do we know how old the Earth is?,English,astronomy,hard
"A 35-year-old woman comes to the physician because of two 12-hour episodes of dizziness over the past 3 months. During episodes, she experiences the acute onset of rotatory vertigo and imbalance, decreased hearing, tinnitus, a sense of fullness of the right ear, and vomiting. Examination shows a mild hearing loss of the right ear. Which of the following is the most likely diagnosis?",English,professional_medicine,hard
1994年到l997年4年时间，财政收入占GDP的比重仅l0%多一点，到2011年接近22%，如果考虑到土地出让和其他政府基金性收入，有专家估计政府收入占GDP的比l重超过30%。而同期，企业或者是资本收入占比也大幅度提高。一个佐证是，2002年底，企业存款为64298．47亿元，低于当时的个人存款，而到2011年底，企业存款(央哥新的统计科旧为“单位存款”，口径相当)上升到423086．61亿元，增长了5．58倍，远超同期个人存款2．68倍的增幅。通过这段文字，作者想表达的观点是,Chinese,chinese_civil_service_exam,hard
_______ theory can be described as a code of conduct to which all rational beings should adhere. This contrasts with ________ morality which is the code of conduct adopted by a particular group or society.,English,business_ethics,hard
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,English,global_facts,hard
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,English,miscellaneous,hard
"A person who is actively rejecting the dominant culture and holds rigid, positive beliefs about the minority culture is most likely in what stage of racial/cultural identity development according to Atkinson, Morten, and Sue?",English,professional_psychology,hard
"A man is the owner of record of a parcel of land designated as ""A. "" It is the highest of three neighboring properties on a mountain. The man's friend is the owner of parcel ""B,"" which is situated lower than ""A"" on the mountainside. The man's cousin owns parcel ""C,"" which lies below parcels ""A"" and ""B"" on the mountain slope. In 2000, the man who originally owned all three parcels of land constructed a private drainage system. This system consisted of an underground pipeline that extended across all three parcels of land. Sewage from parcel ""A"" drained through the system to a municipal sewer, which was located at the bottom of the mountain. In 2005, the man sold parcel ""B"" to his friend. The following year, the cousin purchased parcel ""C"" from the man. The deeds to the friend and the cousin did not contain any mention of the man's drainage system. Located on each of the parcels are large ranch-style homes occupied by the respective owners. From the standpoint of the friend and the cousin, thedrainage system would most likely be defined as a(an)",English,professional_law,hard
"In the diamond structure of elemental carbon, the nearest neighbors of each C atom lie at the corners of a",English,college_physics,hard
1896年在《仁学》一书中提出“社会学”名称的学者是,Chinese,sociology,hard
韦伯的主要著作有,Chinese,sociology,hard
20世纪60年代中期的民意测验显示，大多数美国人对中国的印象是“无知”、“好战”、“狡诈”、“危险”；到了70年代初期，这种印象变为“勤劳”、“智慧”、“灵巧”、“善于进取”、“讲求实际”。导致这两种印象的原因分别是,Chinese,chinese_foreign_policy,hard
明初废行省，地方分设三司，分别掌管一地民政与财政、司法、军事，直属六部。明中叶以后，皇帝临时派遣的巡抚逐渐演变为三司之上的地方最高行政长官。这一变化有助于,Chinese,chinese_history,hard
修道运动的创始人是埃及的,Chinese,world_religions,hard
"These are stores designed to kill off the competition and are characterized by narrow but very deep product assortment, low prices, and few to moderate customer services:",English,marketing,hard
Your client is on probation and your ongoing treatment is a condition of his probation. He informs you that he wishes to terminate treatment. You should ___________.,English,professional_psychology,hard
男性，60岁。自述1年半前因直肠肿瘤在外院手术治疗，具体术式不清。检查见左下腹部旁正中12cm腹直肌切口瘢痕，其外侧有一肠造口，肛门已不存在。患者一般状况尚好，肠造口排便正常。肝脏CT见肝右后叶下段内有一直径2.5cm结节，环周强化明显，血CEA升高，AFP、CA19-9正常。目前最佳的治疗方案是,Chinese,clinical_knowledge,hard
库存现金日记账的日期栏应填写,Chinese,professional_accounting,hard
"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",English,computer_security,hard
若工作A持续4天，最早开始2天完成，有两个紧后工作：工作B持续1天，最迟第10天开始，总时差2天;工作C持续2天，最早第9天完成。则工作A的自由时差是多少天,Chinese,construction_project_management,hard
For which value of n are there exactly two abelian groups of order n up to isomorphism?,English,college_mathematics,hard
不同时代有不同时代的任务，这一任务反映到爱国主义的内容上，就是特定时代条件下爱国主义的主题。新时期爱国主义的主题是,Chinese,legal_and_moral_basis,hard
下列药物其性属阳的是,Chinese,traditional_chinese_medicine,hard
属于水溶性维生素的有,Chinese,nutrition,hard
"A man, his brother and his friend all discuss murdering the man's neighbor because the neighbor took some shots at the man's dog but he missed. They agree on a plan. They decided on strychnine poisoning, which the friend told them how to get and they went and got it. When they asked the friend to go forward in poisoning the victim, he refused, saying, ""I'm was only here for planning and advice, but I never intended to commit murder."" The man and his brother took the poison to a meeting with the neighbor, but he wouldn't drink. They were caught and arrested. The statute requires an overt act for criminal conspiracy. Which of the following most accurately states the criminal responsibility of each of the three men?",English,professional_law,hard
属于面颅骨的是,Chinese,anatomy,hard
为保持决策的连续性，某组织决定在原有决策方案的基础上做些修改，以出台新的决策方案。这种决策是,Chinese,management,hard
在冲突理论中，刘易斯·科塞提出的理论被称为,Chinese,sociology,hard
下列不属于侵犯商业秘密的是,Chinese,business_ethics,hard
Calculate the spin angular momentum of 43Ca. [I = 7⁄2],English,college_chemistry,hard
Which of the following statements is true of the pupillary light reflex?,English,anatomy,hard
How many states were in the Confederate States of America?,English,miscellaneous,hard
Montezuma ruled over millions of people from the _______ capital of _____.,English,prehistory,hard
"Pairs of electrons carried in the form, FADH2 and NADH+H, collectively contain enough free energy to rephosphorylate:",English,college_medicine,hard
"Lei-Feng, Inc.'s $100 par value preferred stock just paid its $10 per share annual dividend. The preferred stock has a current market price of $96 a share. The firm's marginal tax rate (combined federal and state) is 40 percent, and the firm plans to maintain its current capital structure relationship into the future. The component cost of preferred stock to Lei-Feng, Inc. would be closest to .",English,professional_accounting,hard
"Which fallacy happens when someone argues in favor of a two part proposition, only supports one part of the proposition, then asserts that the entire proposition has been supported.",English,logical_fallacies,hard
印象派画家在描绘物体时所追求的是,Chinese,arts,hard
The relationship between ethics and the law can be described as…,English,business_ethics,hard
Which is the most reliable way to assess for clubbing?,English,clinical_knowledge,hard
Low frequency supply is necessary for direct core type induction furnaces because,English,electrical_engineering,hard
扬州八怪是指在哪个朝代朝活跃在扬州的8位风格相近的革新派画家。,Chinese,arts,hard
"Statement 1| The Stanford Sentiment Treebank contained movie reviews, not book reviews. Statement 2| The Penn Treebank has been used for language modeling.",English,machine_learning,hard
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I only compliments someone when I means to get a favor. Scenario 2 | I threw my milk on my classmates head to make him cry.",English,moral_scenarios,hard
《最高人民法院关于贯彻执行〈中华人民共和国民法通则〉若干问题的意见（试行）》第184条规定：外国法人以其注册登记地国家的法律为其本国法，法人的民事行为能力依其本国法确定。外国法人在我国领域内进行的民事活动，必须符合我国的法律规定。该条规定所体现的是哪一个原则？,Chinese,jurisprudence,hard
按财产清查的范围和时间分类，更换出纳员时对库存现金的清查属于,Chinese,professional_accounting,hard
 This is part of the communication process and refers to the responses offered by receivers:,English,marketing,hard
"A student comes across the unfamiliar words ""intercontinental,"" ""interglacial,"" ""interface,"" and ""intercept"" in his reading. The student can use his knowledge of affixes to understand that all of the words share which meaning?",English,miscellaneous,hard
《素问·水热穴论》称“胃之关”是,Chinese,traditional_chinese_medicine,hard
"What nutritional strategies will not improve performance during prolonged endurance type exercise?
",English,nutrition,hard
发展中国家税收中的征收成本较低的税是,Chinese,economics,hard
《少女小渔》一文，是围绕下列哪一事件展开的。,Chinese,chinese_literature,hard
